,label,lang,train,True or False
16783,__label__trung_binh,vi,__label__trung_binh,True
16784,__label__tot,vi,__label__tot,True
16785,__label__xuat_sac,vi,__label__xuat_sac,True
16786,__label__tot,vi,__label__tot,True
16787,__label__xuat_sac,vi,__label__xuat_sac,True
16788,__label__tot,vi,__label__tot,True
16789,__label__trung_binh,vi,__label__trung_binh,True
16790,__label__trung_binh,vi,__label__trung_binh,True
16791,__label__tot,vi,__label__tot,True
16792,__label__trung_binh,vi,__label__trung_binh,True
16793,__label__trung_binh,vi,__label__trung_binh,True
16794,__label__trung_binh,vi,__label__trung_binh,True
16795,__label__tot,vi,__label__tot,True
16796,__label__trung_binh,vi,__label__tot,False
16797,__label__trung_binh,vi,__label__trung_binh,True
16798,__label__trung_binh,vi,__label__trung_binh,True
16799,__label__trung_binh,vi,__label__tot,False
16800,__label__tot,vi,__label__tot,True
16801,__label__tot,vi,__label__tot,True
16802,__label__tot,vi,__label__tot,True
16803,__label__xuat_sac,vi,__label__xuat_sac,True
16804,__label__tot,vi,__label__trung_binh,False
16805,__label__tot,vi,__label__tot,True
16806,__label__trung_binh,vi,__label__trung_binh,True
16807,__label__tot,vi,__label__tot,True
16808,__label__trung_binh,vi,__label__trung_binh,True
16809,__label__trung_binh,vi,__label__trung_binh,True
16810,__label__tot,vi,__label__tot,True
16811,__label__tot,vi,__label__tot,True
16812,__label__tot,vi,__label__tot,True
16813,__label__xuat_sac,vi,__label__tot,False
16814,__label__tot,vi,__label__tot,True
16815,__label__tot,vi,__label__tot,True
16816,__label__xuat_sac,vi,__label__trung_binh,False
16817,__label__tot,vi,__label__tot,True
16818,__label__tot,vi,__label__tot,True
16819,__label__tot,vi,__label__tot,True
16820,__label__tot,vi,__label__tot,True
16821,__label__tot,vi,__label__tot,True
16822,__label__tot,vi,__label__tot,True
16823,__label__tot,zh-tw,__label__tot,True
16824,__label__trung_binh,vi,__label__trung_binh,True
16825,__label__tot,vi,__label__tot,True
16826,__label__tot,vi,__label__tot,True
16827,__label__tot,vi,__label__tot,True
16828,__label__tot,vi,__label__tot,True
16829,__label__kem,vi,__label__tot,False
16830,__label__trung_binh,vi,__label__trung_binh,True
16831,__label__tot,vi,__label__tot,True
16832,__label__tot,vi,__label__tot,True
16833,__label__tot,vi,__label__tot,True
16834,__label__trung_binh,vi,__label__trung_binh,True
16835,__label__tot,vi,__label__tot,True
16836,__label__trung_binh,vi,__label__trung_binh,True
16837,__label__tot,vi,__label__tot,True
16838,__label__trung_binh,vi,__label__trung_binh,True
16839,__label__xuat_sac,vi,__label__xuat_sac,True
16840,__label__trung_binh,vi,__label__trung_binh,True
16841,__label__tot,vi,__label__tot,True
16842,__label__kem,vi,__label__kem,True
16843,__label__tot,vi,__label__tot,True
16844,__label__tot,vi,__label__tot,True
16845,__label__tot,vi,__label__tot,True
16846,__label__tot,vi,__label__tot,True
16847,__label__tot,vi,__label__tot,True
16848,__label__tot,zh-cn,__label__tot,True
16849,__label__xuat_sac,zh-tw,__label__xuat_sac,True
16850,__label__tot,vi,__label__tot,True
16851,__label__kem,vi,__label__trung_binh,False
16852,__label__trung_binh,vi,__label__trung_binh,True
16853,__label__tot,vi,__label__tot,True
16854,__label__tot,vi,__label__tot,True
16855,__label__kem,vi,__label__kem,True
16856,__label__rat_kem,vi,__label__trung_binh,False
16857,__label__trung_binh,vi,__label__trung_binh,True
16858,__label__tot,vi,__label__tot,True
16859,__label__kem,vi,__label__kem,True
16860,__label__kem,vi,__label__kem,True
16861,__label__trung_binh,vi,__label__trung_binh,True
16862,__label__trung_binh,vi,__label__trung_binh,True
16863,__label__kem,vi,__label__tot,False
16864,__label__trung_binh,vi,__label__trung_binh,True
16865,__label__tot,vi,__label__tot,True
16866,__label__tot,vi,__label__tot,True
16867,__label__tot,vi,__label__tot,True
16868,__label__tot,vi,__label__tot,True
16869,__label__trung_binh,vi,__label__kem,False
16870,__label__tot,vi,__label__tot,True
16871,__label__kem,vi,__label__kem,True
16872,__label__trung_binh,vi,__label__tot,False
16873,__label__kem,vi,__label__trung_binh,False
16874,__label__tot,vi,__label__tot,True
16875,__label__tot,vi,__label__tot,True
16876,__label__tot,vi,__label__tot,True
16877,__label__trung_binh,vi,__label__trung_binh,True
16878,__label__trung_binh,vi,__label__trung_binh,True
16879,__label__trung_binh,vi,__label__tot,False
16880,__label__tot,vi,__label__tot,True
16881,__label__tot,vi,__label__tot,True
16882,__label__tot,ko,__label__tot,True
16883,__label__trung_binh,zh-cn,__label__tot,False
16884,__label__tot,vi,__label__trung_binh,False
16885,__label__tot,vi,__label__tot,True
16886,__label__tot,vi,__label__tot,True
16887,__label__trung_binh,vi,__label__trung_binh,True
16888,__label__xuat_sac,vi,__label__xuat_sac,True
16889,__label__xuat_sac,vi,__label__xuat_sac,True
16890,__label__tot,vi,__label__tot,True
16891,__label__tot,vi,__label__tot,True
16892,__label__trung_binh,vi,__label__tot,False
16893,__label__trung_binh,zh-tw,__label__trung_binh,True
16894,__label__trung_binh,zh-tw,__label__trung_binh,True
16895,__label__trung_binh,vi,__label__tot,False
16896,__label__tot,ko,__label__tot,True
16897,__label__tot,vi,__label__tot,True
16898,__label__trung_binh,vi,__label__tot,False
16899,__label__xuat_sac,vi,__label__xuat_sac,True
16900,__label__trung_binh,vi,__label__trung_binh,True
16901,__label__xuat_sac,vi,__label__xuat_sac,True
16902,__label__xuat_sac,vi,__label__xuat_sac,True
16903,__label__tot,vi,__label__tot,True
16904,__label__trung_binh,vi,__label__trung_binh,True
16905,__label__tot,vi,__label__tot,True
16906,__label__trung_binh,vi,__label__tot,False
16907,__label__tot,vi,__label__tot,True
16908,__label__tot,vi,__label__tot,True
16909,__label__tot,vi,__label__tot,True
16910,__label__tot,vi,__label__tot,True
16911,__label__tot,vi,__label__tot,True
16912,__label__tot,vi,__label__tot,True
16913,__label__tot,vi,__label__tot,True
16914,__label__tot,vi,__label__tot,True
16915,__label__kem,vi,__label__kem,True
16916,__label__tot,vi,__label__tot,True
16917,__label__tot,vi,__label__tot,True
16918,__label__trung_binh,vi,__label__tot,False
16919,__label__tot,vi,__label__tot,True
16920,__label__xuat_sac,vi,__label__tot,False
16921,__label__tot,vi,__label__tot,True
16922,__label__trung_binh,vi,__label__trung_binh,True
16923,__label__trung_binh,vi,__label__trung_binh,True
16924,__label__trung_binh,vi,__label__trung_binh,True
16925,__label__tot,vi,__label__tot,True
16926,__label__trung_binh,vi,__label__trung_binh,True
16927,__label__rat_kem,vi,__label__rat_kem,True
16928,__label__kem,vi,__label__kem,True
16929,__label__tot,vi,__label__tot,True
16930,__label__tot,vi,__label__tot,True
16931,__label__trung_binh,vi,__label__trung_binh,True
16932,__label__tot,vi,__label__tot,True
16933,__label__trung_binh,vi,__label__trung_binh,True
16934,__label__tot,vi,__label__tot,True
16935,__label__trung_binh,vi,__label__trung_binh,True
16936,__label__kem,vi,__label__kem,True
16937,__label__tot,vi,__label__tot,True
16938,__label__kem,vi,__label__kem,True
16939,__label__tot,vi,__label__tot,True
16940,__label__trung_binh,vi,__label__trung_binh,True
16941,__label__trung_binh,vi,__label__tot,False
16942,__label__tot,zh-cn,__label__tot,True
16943,__label__trung_binh,zh-cn,__label__trung_binh,True
16944,__label__tot,vi,__label__tot,True
16945,__label__trung_binh,vi,__label__trung_binh,True
16946,__label__trung_binh,vi,__label__tot,False
16947,__label__xuat_sac,vi,__label__xuat_sac,True
16948,__label__tot,vi,__label__tot,True
16949,__label__tot,vi,__label__tot,True
16950,__label__trung_binh,vi,__label__trung_binh,True
16951,__label__trung_binh,vi,__label__trung_binh,True
16952,__label__tot,vi,__label__trung_binh,False
16953,__label__xuat_sac,vi,__label__xuat_sac,True
16954,__label__tot,vi,__label__tot,True
16955,__label__xuat_sac,vi,__label__tot,False
16956,__label__tot,vi,__label__tot,True
16957,__label__xuat_sac,vi,__label__xuat_sac,True
16958,__label__trung_binh,vi,__label__trung_binh,True
16959,__label__tot,tl,__label__tot,True
16960,__label__xuat_sac,vi,__label__xuat_sac,True
16961,__label__trung_binh,vi,__label__trung_binh,True
16962,__label__tot,vi,__label__tot,True
16963,__label__tot,vi,__label__tot,True
16964,__label__tot,vi,__label__tot,True
16965,__label__xuat_sac,vi,__label__xuat_sac,True
16966,__label__tot,vi,__label__tot,True
16967,__label__tot,vi,__label__tot,True
16968,__label__tot,vi,__label__tot,True
16969,__label__xuat_sac,vi,__label__xuat_sac,True
16970,__label__tot,vi,__label__tot,True
16971,__label__tot,vi,__label__tot,True
16972,__label__tot,vi,__label__tot,True
16973,__label__tot,vi,__label__tot,True
16974,__label__xuat_sac,vi,__label__xuat_sac,True
16975,__label__tot,vi,__label__tot,True
16976,__label__xuat_sac,vi,__label__xuat_sac,True
16977,__label__xuat_sac,vi,__label__xuat_sac,True
16978,__label__xuat_sac,vi,__label__xuat_sac,True
16979,__label__xuat_sac,vi,__label__xuat_sac,True
16980,__label__tot,vi,__label__tot,True
16981,__label__tot,vi,__label__tot,True
16982,__label__trung_binh,vi,__label__tot,False
16983,__label__trung_binh,vi,__label__trung_binh,True
16984,__label__tot,vi,__label__tot,True
16985,__label__tot,vi,__label__tot,True
16986,__label__trung_binh,vi,__label__trung_binh,True
16987,__label__tot,vi,__label__tot,True
16988,__label__xuat_sac,af,__label__xuat_sac,True
16989,__label__tot,vi,__label__tot,True
16990,__label__tot,vi,__label__tot,True
16991,__label__xuat_sac,vi,__label__tot,False
16992,__label__trung_binh,vi,__label__trung_binh,True
16993,__label__trung_binh,vi,__label__trung_binh,True
16994,__label__tot,vi,__label__tot,True
16995,__label__trung_binh,vi,__label__trung_binh,True
16996,__label__tot,vi,__label__trung_binh,False
16997,__label__tot,vi,__label__tot,True
16998,__label__trung_binh,vi,__label__tot,False
16999,__label__tot,vi,__label__tot,True
17000,__label__tot,vi,__label__tot,True
17001,__label__xuat_sac,vi,__label__xuat_sac,True
17002,__label__kem,vi,__label__kem,True
17003,__label__tot,vi,__label__tot,True
17004,__label__xuat_sac,vi,__label__xuat_sac,True
17005,__label__trung_binh,vi,__label__trung_binh,True
17006,__label__trung_binh,vi,__label__trung_binh,True
17007,__label__tot,vi,__label__tot,True
17008,__label__xuat_sac,vi,__label__tot,False
17009,__label__trung_binh,vi,__label__trung_binh,True
17010,__label__trung_binh,vi,__label__trung_binh,True
17011,__label__tot,vi,__label__tot,True
17012,__label__tot,vi,__label__tot,True
17013,__label__kem,vi,__label__kem,True
17014,__label__trung_binh,vi,__label__trung_binh,True
17015,__label__xuat_sac,vi,__label__xuat_sac,True
17016,__label__tot,vi,__label__tot,True
17017,__label__trung_binh,vi,__label__tot,False
17018,__label__trung_binh,vi,__label__tot,False
17019,__label__rat_kem,vi,__label__xuat_sac,False
17020,__label__tot,vi,__label__tot,True
17021,__label__tot,vi,__label__xuat_sac,False
17022,__label__trung_binh,vi,__label__tot,False
17023,__label__rat_kem,vi,__label__trung_binh,False
17024,__label__xuat_sac,vi,__label__xuat_sac,True
17025,__label__trung_binh,vi,__label__trung_binh,True
17026,__label__trung_binh,vi,__label__trung_binh,True
17027,__label__tot,vi,__label__tot,True
17028,__label__tot,vi,__label__tot,True
17029,__label__tot,vi,__label__tot,True
17030,__label__xuat_sac,vi,__label__xuat_sac,True
17031,__label__tot,vi,__label__tot,True
17032,__label__trung_binh,vi,__label__trung_binh,True
17033,__label__trung_binh,vi,__label__tot,False
17034,__label__tot,vi,__label__tot,True
17035,__label__tot,vi,__label__tot,True
17036,__label__tot,vi,__label__tot,True
17037,__label__trung_binh,vi,__label__trung_binh,True
17038,__label__kem,vi,__label__kem,True
17039,__label__kem,vi,__label__trung_binh,False
17040,__label__trung_binh,vi,__label__trung_binh,True
17041,__label__tot,vi,__label__tot,True
17042,__label__tot,vi,__label__tot,True
17043,__label__trung_binh,vi,__label__trung_binh,True
17044,__label__tot,vi,__label__tot,True
17045,__label__trung_binh,vi,__label__trung_binh,True
17046,__label__trung_binh,vi,__label__trung_binh,True
17047,__label__kem,vi,__label__kem,True
17048,__label__xuat_sac,vi,__label__xuat_sac,True
17049,__label__tot,vi,__label__tot,True
17050,__label__trung_binh,vi,__label__trung_binh,True
17051,__label__xuat_sac,vi,__label__xuat_sac,True
17052,__label__trung_binh,vi,__label__trung_binh,True
17053,__label__trung_binh,vi,__label__tot,False
17054,__label__trung_binh,vi,__label__trung_binh,True
17055,__label__tot,vi,__label__tot,True
17056,__label__tot,vi,__label__tot,True
17057,__label__xuat_sac,vi,__label__xuat_sac,True
17058,__label__trung_binh,vi,__label__trung_binh,True
17059,__label__tot,vi,__label__tot,True
17060,__label__xuat_sac,vi,__label__xuat_sac,True
17061,__label__kem,vi,__label__kem,True
17062,__label__tot,vi,__label__tot,True
17063,__label__tot,vi,__label__tot,True
17064,__label__trung_binh,vi,__label__trung_binh,True
17065,__label__tot,vi,__label__tot,True
17066,__label__tot,vi,__label__tot,True
17067,__label__trung_binh,vi,__label__tot,False
17068,__label__xuat_sac,vi,__label__tot,False
17069,__label__trung_binh,vi,__label__tot,False
17070,__label__tot,vi,__label__tot,True
17071,__label__tot,vi,__label__tot,True
17072,__label__tot,vi,__label__tot,True
17073,__label__kem,vi,__label__tot,False
17074,__label__trung_binh,vi,__label__trung_binh,True
17075,__label__trung_binh,vi,__label__trung_binh,True
17076,__label__trung_binh,vi,__label__trung_binh,True
17077,__label__tot,vi,__label__tot,True
17078,__label__trung_binh,vi,__label__trung_binh,True
17079,__label__tot,vi,__label__tot,True
17080,__label__trung_binh,vi,__label__kem,False
17081,__label__trung_binh,vi,__label__trung_binh,True
17082,__label__trung_binh,vi,__label__trung_binh,True
17083,__label__trung_binh,vi,__label__trung_binh,True
17084,__label__tot,vi,__label__tot,True
17085,__label__trung_binh,vi,__label__trung_binh,True
17086,__label__tot,vi,__label__tot,True
17087,__label__trung_binh,vi,__label__trung_binh,True
17088,__label__tot,vi,__label__tot,True
17089,__label__trung_binh,vi,__label__trung_binh,True
17090,__label__trung_binh,vi,__label__trung_binh,True
17091,__label__trung_binh,vi,__label__trung_binh,True
17092,__label__tot,vi,__label__tot,True
17093,__label__tot,vi,__label__tot,True
17094,__label__xuat_sac,vi,__label__tot,False
17095,__label__trung_binh,vi,__label__tot,False
17096,__label__tot,vi,__label__tot,True
17097,__label__tot,vi,__label__tot,True
17098,__label__tot,vi,__label__tot,True
17099,__label__tot,vi,__label__trung_binh,False
17100,__label__trung_binh,vi,__label__kem,False
17101,__label__trung_binh,vi,__label__trung_binh,True
17102,__label__trung_binh,vi,__label__trung_binh,True
17103,__label__kem,vi,__label__trung_binh,False
17104,__label__kem,vi,__label__kem,True
17105,__label__tot,vi,__label__tot,True
17106,__label__tot,vi,__label__tot,True
17107,__label__trung_binh,vi,__label__trung_binh,True
17108,__label__trung_binh,vi,__label__trung_binh,True
17109,__label__kem,vi,__label__tot,False
17110,__label__trung_binh,vi,__label__trung_binh,True
17111,__label__trung_binh,vi,__label__trung_binh,True
17112,__label__tot,vi,__label__tot,True
17113,__label__tot,vi,__label__tot,True
17114,__label__tot,vi,__label__tot,True
17115,__label__kem,vi,__label__kem,True
17116,__label__kem,vi,__label__kem,True
17117,__label__trung_binh,vi,__label__tot,False
17118,__label__tot,vi,__label__tot,True
17119,__label__xuat_sac,vi,__label__tot,False
17120,__label__tot,vi,__label__tot,True
17121,__label__xuat_sac,vi,__label__xuat_sac,True
17122,__label__trung_binh,en,__label__tot,False
17123,__label__trung_binh,vi,__label__trung_binh,True
17124,__label__tot,vi,__label__tot,True
17125,__label__tot,vi,__label__tot,True
17126,__label__tot,vi,__label__tot,True
17127,__label__tot,vi,__label__tot,True
17128,__label__xuat_sac,vi,__label__xuat_sac,True
17129,__label__xuat_sac,vi,__label__xuat_sac,True
17130,__label__trung_binh,vi,__label__trung_binh,True
17131,__label__trung_binh,vi,__label__trung_binh,True
17132,__label__tot,vi,__label__tot,True
17133,__label__kem,vi,__label__trung_binh,False
17134,__label__tot,vi,__label__tot,True
17135,__label__xuat_sac,vi,__label__xuat_sac,True
17136,__label__rat_kem,vi,__label__rat_kem,True
17137,__label__xuat_sac,vi,__label__xuat_sac,True
17138,__label__tot,ko,__label__tot,True
17139,__label__trung_binh,vi,__label__trung_binh,True
17140,__label__kem,vi,__label__kem,True
17141,__label__trung_binh,vi,__label__tot,False
17142,__label__xuat_sac,vi,__label__xuat_sac,True
17143,__label__trung_binh,vi,__label__trung_binh,True
17144,__label__tot,vi,__label__trung_binh,False
17145,__label__trung_binh,vi,__label__trung_binh,True
17146,__label__tot,vi,__label__tot,True
17147,__label__tot,vi,__label__tot,True
17148,__label__trung_binh,vi,__label__trung_binh,True
17149,__label__tot,vi,__label__tot,True
17150,__label__xuat_sac,vi,__label__tot,False
17151,__label__tot,vi,__label__tot,True
17152,__label__rat_kem,vi,__label__rat_kem,True
17153,__label__tot,vi,__label__tot,True
17154,__label__tot,en,__label__tot,True
17155,__label__xuat_sac,vi,__label__tot,False
17156,__label__trung_binh,vi,__label__trung_binh,True
17157,__label__trung_binh,vi,__label__kem,False
17158,__label__kem,vi,__label__kem,True
17159,__label__tot,vi,__label__trung_binh,False
17160,__label__tot,vi,__label__tot,True
17161,__label__tot,vi,__label__tot,True
17162,__label__tot,vi,__label__tot,True
17163,__label__tot,vi,__label__tot,True
17164,__label__xuat_sac,vi,__label__xuat_sac,True
17165,__label__trung_binh,vi,__label__trung_binh,True
17166,__label__trung_binh,vi,__label__trung_binh,True
17167,__label__tot,vi,__label__tot,True
17168,__label__trung_binh,vi,__label__trung_binh,True
17169,__label__trung_binh,vi,__label__trung_binh,True
17170,__label__xuat_sac,vi,__label__xuat_sac,True
17171,__label__xuat_sac,ko,__label__tot,False
17172,__label__trung_binh,vi,__label__trung_binh,True
17173,__label__trung_binh,vi,__label__trung_binh,True
17174,__label__tot,vi,__label__tot,True
17175,__label__kem,vi,__label__trung_binh,False
17176,__label__kem,vi,__label__kem,True
17177,__label__xuat_sac,vi,__label__tot,False
17178,__label__tot,vi,__label__tot,True
17179,__label__kem,vi,__label__kem,True
17180,__label__trung_binh,vi,__label__trung_binh,True
17181,__label__xuat_sac,vi,__label__xuat_sac,True
17182,__label__trung_binh,vi,__label__tot,False
17183,__label__kem,vi,__label__kem,True
17184,__label__kem,vi,__label__xuat_sac,False
17185,__label__trung_binh,vi,__label__trung_binh,True
17186,__label__tot,vi,__label__tot,True
17187,__label__trung_binh,vi,__label__trung_binh,True
17188,__label__tot,vi,__label__tot,True
17189,__label__tot,vi,__label__tot,True
17190,__label__tot,vi,__label__tot,True
17191,__label__tot,vi,__label__tot,True
17192,__label__tot,vi,__label__tot,True
17193,__label__xuat_sac,vi,__label__xuat_sac,True
17194,__label__kem,vi,__label__kem,True
17195,__label__trung_binh,vi,__label__tot,False
17196,__label__tot,vi,__label__tot,True
17197,__label__xuat_sac,zh-cn,__label__xuat_sac,True
17198,__label__tot,vi,__label__tot,True
17199,__label__trung_binh,vi,__label__tot,False
17200,__label__xuat_sac,vi,__label__xuat_sac,True
17201,__label__tot,vi,__label__tot,True
17202,__label__trung_binh,vi,__label__trung_binh,True
17203,__label__tot,vi,__label__tot,True
17204,__label__tot,vi,__label__tot,True
17205,__label__tot,vi,__label__tot,True
17206,__label__tot,vi,__label__tot,True
17207,__label__kem,vi,__label__kem,True
17208,__label__trung_binh,vi,__label__trung_binh,True
17209,__label__trung_binh,vi,__label__trung_binh,True
17210,__label__trung_binh,vi,__label__trung_binh,True
17211,__label__trung_binh,vi,__label__tot,False
17212,__label__trung_binh,vi,__label__trung_binh,True
17213,__label__kem,vi,__label__trung_binh,False
17214,__label__trung_binh,vi,__label__trung_binh,True
17215,__label__trung_binh,vi,__label__trung_binh,True
17216,__label__tot,vi,__label__tot,True
17217,__label__trung_binh,vi,__label__trung_binh,True
17218,__label__tot,vi,__label__tot,True
17219,__label__trung_binh,vi,__label__trung_binh,True
17220,__label__trung_binh,vi,__label__tot,False
17221,__label__tot,ko,__label__tot,True
17222,__label__tot,vi,__label__tot,True
17223,__label__tot,vi,__label__tot,True
17224,__label__tot,vi,__label__trung_binh,False
17225,__label__tot,vi,__label__tot,True
17226,__label__tot,vi,__label__tot,True
17227,__label__trung_binh,ko,__label__tot,False
17228,__label__trung_binh,vi,__label__trung_binh,True
17229,__label__trung_binh,vi,__label__trung_binh,True
17230,__label__trung_binh,vi,__label__trung_binh,True
17231,__label__tot,vi,__label__tot,True
17232,__label__tot,vi,__label__tot,True
17233,__label__tot,vi,__label__tot,True
17234,__label__tot,vi,__label__trung_binh,False
17235,__label__tot,vi,__label__tot,True
17236,__label__trung_binh,vi,__label__trung_binh,True
17237,__label__trung_binh,vi,__label__trung_binh,True
17238,__label__tot,vi,__label__tot,True
17239,__label__xuat_sac,vi,__label__tot,False
17240,__label__tot,vi,__label__tot,True
17241,__label__rat_kem,en,__label__trung_binh,False
17242,__label__trung_binh,vi,__label__tot,False
17243,__label__trung_binh,vi,__label__trung_binh,True
17244,__label__kem,vi,__label__kem,True
17245,__label__trung_binh,vi,__label__trung_binh,True
17246,__label__trung_binh,vi,__label__trung_binh,True
17247,__label__xuat_sac,vi,__label__xuat_sac,True
17248,__label__trung_binh,vi,__label__trung_binh,True
17249,__label__trung_binh,vi,__label__trung_binh,True
17250,__label__trung_binh,vi,__label__trung_binh,True
17251,__label__kem,vi,__label__kem,True
17252,__label__xuat_sac,vi,__label__tot,False
17253,__label__trung_binh,vi,__label__trung_binh,True
17254,__label__tot,zh-cn,__label__tot,True
17255,__label__trung_binh,vi,__label__trung_binh,True
17256,__label__kem,vi,__label__kem,True
17257,__label__trung_binh,vi,__label__trung_binh,True
17258,__label__trung_binh,vi,__label__trung_binh,True
17259,__label__tot,vi,__label__tot,True
17260,__label__trung_binh,vi,__label__trung_binh,True
17261,__label__trung_binh,vi,__label__trung_binh,True
17262,__label__kem,vi,__label__kem,True
17263,__label__trung_binh,vi,__label__tot,False
17264,__label__trung_binh,vi,__label__trung_binh,True
17265,__label__trung_binh,vi,__label__trung_binh,True
17266,__label__trung_binh,vi,__label__tot,False
17267,__label__tot,vi,__label__tot,True
17268,__label__tot,vi,__label__tot,True
17269,__label__xuat_sac,ko,__label__xuat_sac,True
17270,__label__tot,vi,__label__tot,True
17271,__label__xuat_sac,vi,__label__tot,False
17272,__label__trung_binh,vi,__label__tot,False
17273,__label__trung_binh,vi,__label__tot,False
17274,__label__kem,vi,__label__kem,True
17275,__label__kem,vi,__label__kem,True
17276,__label__tot,vi,__label__tot,True
17277,__label__xuat_sac,vi,__label__tot,False
17278,__label__tot,vi,__label__tot,True
17279,__label__trung_binh,vi,__label__trung_binh,True
17280,__label__xuat_sac,vi,__label__xuat_sac,True
17281,__label__tot,vi,__label__tot,True
17282,__label__xuat_sac,vi,__label__xuat_sac,True
17283,__label__tot,vi,__label__tot,True
17284,__label__xuat_sac,vi,__label__tot,False
17285,__label__tot,vi,__label__tot,True
17286,__label__tot,vi,__label__tot,True
17287,__label__tot,vi,__label__tot,True
17288,__label__trung_binh,vi,__label__trung_binh,True
17289,__label__tot,vi,__label__tot,True
17290,__label__xuat_sac,vi,__label__xuat_sac,True
17291,__label__tot,vi,__label__tot,True
17292,__label__tot,vi,__label__tot,True
17293,__label__tot,vi,__label__tot,True
17294,__label__xuat_sac,vi,__label__tot,False
17295,__label__xuat_sac,vi,__label__xuat_sac,True
17296,__label__tot,vi,__label__tot,True
17297,__label__tot,vi,__label__tot,True
17298,__label__tot,vi,__label__tot,True
17299,__label__trung_binh,vi,__label__trung_binh,True
17300,__label__trung_binh,vi,__label__xuat_sac,False
17301,__label__tot,vi,__label__tot,True
17302,__label__trung_binh,vi,__label__trung_binh,True
17303,__label__tot,vi,__label__tot,True
17304,__label__kem,vi,__label__kem,True
17305,__label__trung_binh,vi,__label__trung_binh,True
17306,__label__tot,vi,__label__tot,True
17307,__label__xuat_sac,vi,__label__xuat_sac,True
17308,__label__tot,vi,__label__xuat_sac,False
17309,__label__xuat_sac,vi,__label__xuat_sac,True
17310,__label__xuat_sac,vi,__label__xuat_sac,True
17311,__label__xuat_sac,vi,__label__xuat_sac,True
17312,__label__tot,vi,__label__tot,True
17313,__label__tot,vi,__label__tot,True
17314,__label__trung_binh,vi,__label__trung_binh,True
17315,__label__tot,vi,__label__tot,True
17316,__label__trung_binh,vi,__label__tot,False
17317,__label__xuat_sac,vi,__label__tot,False
17318,__label__kem,vi,__label__kem,True
17319,__label__tot,vi,__label__xuat_sac,False
17320,__label__xuat_sac,vi,__label__xuat_sac,True
17321,__label__tot,vi,__label__tot,True
17322,__label__tot,vi,__label__tot,True
17323,__label__trung_binh,vi,__label__trung_binh,True
17324,__label__kem,vi,__label__kem,True
17325,__label__xuat_sac,vi,__label__xuat_sac,True
17326,__label__tot,vi,__label__tot,True
17327,__label__xuat_sac,vi,__label__xuat_sac,True
17328,__label__xuat_sac,vi,__label__tot,False
17329,__label__tot,vi,__label__tot,True
17330,__label__xuat_sac,vi,__label__xuat_sac,True
17331,__label__trung_binh,vi,__label__trung_binh,True
17332,__label__tot,vi,__label__tot,True
17333,__label__trung_binh,vi,__label__trung_binh,True
17334,__label__tot,vi,__label__tot,True
17335,__label__xuat_sac,vi,__label__tot,False
17336,__label__trung_binh,vi,__label__trung_binh,True
17337,__label__tot,vi,__label__xuat_sac,False
17338,__label__trung_binh,vi,__label__trung_binh,True
17339,__label__tot,vi,__label__tot,True
17340,__label__tot,vi,__label__tot,True
17341,__label__xuat_sac,vi,__label__xuat_sac,True
17342,__label__tot,vi,__label__tot,True
17343,__label__tot,vi,__label__tot,True
17344,__label__tot,vi,__label__tot,True
17345,__label__tot,vi,__label__tot,True
17346,__label__xuat_sac,vi,__label__xuat_sac,True
17347,__label__tot,vi,__label__tot,True
17348,__label__tot,vi,__label__tot,True
17349,__label__tot,vi,__label__tot,True
17350,__label__tot,vi,__label__tot,True
17351,__label__tot,vi,__label__tot,True
17352,__label__trung_binh,vi,__label__trung_binh,True
17353,__label__xuat_sac,vi,__label__tot,False
17354,__label__tot,vi,__label__tot,True
17355,__label__xuat_sac,vi,__label__xuat_sac,True
17356,__label__tot,vi,__label__tot,True
17357,__label__tot,vi,__label__tot,True
17358,__label__trung_binh,vi,__label__trung_binh,True
17359,__label__tot,vi,__label__tot,True
17360,__label__tot,vi,__label__tot,True
17361,__label__tot,vi,__label__tot,True
17362,__label__tot,vi,__label__tot,True
17363,__label__xuat_sac,vi,__label__xuat_sac,True
17364,__label__tot,vi,__label__tot,True
17365,__label__xuat_sac,vi,__label__xuat_sac,True
17366,__label__tot,vi,__label__tot,True
17367,__label__kem,vi,__label__kem,True
17368,__label__tot,vi,__label__tot,True
17369,__label__tot,vi,__label__tot,True
17370,__label__tot,vi,__label__tot,True
17371,__label__trung_binh,vi,__label__trung_binh,True
17372,__label__tot,vi,__label__tot,True
17373,__label__tot,vi,__label__tot,True
17374,__label__trung_binh,vi,__label__trung_binh,True
17375,__label__xuat_sac,vi,__label__xuat_sac,True
17376,__label__tot,vi,__label__tot,True
17377,__label__xuat_sac,vi,__label__xuat_sac,True
17378,__label__tot,vi,__label__tot,True
17379,__label__tot,vi,__label__tot,True
17380,__label__trung_binh,vi,__label__trung_binh,True
17381,__label__tot,vi,__label__tot,True
17382,__label__trung_binh,vi,__label__trung_binh,True
17383,__label__tot,vi,__label__tot,True
17384,__label__tot,vi,__label__tot,True
17385,__label__xuat_sac,vi,__label__xuat_sac,True
17386,__label__xuat_sac,vi,__label__xuat_sac,True
17387,__label__rat_kem,vi,__label__rat_kem,True
17388,__label__trung_binh,vi,__label__trung_binh,True
17389,__label__xuat_sac,vi,__label__xuat_sac,True
17390,__label__tot,vi,__label__tot,True
17391,__label__xuat_sac,vi,__label__xuat_sac,True
